time_ms,src,dst,bytes
1000.493,4,5,1200
1000.494,5,6,1200
1000.495,1,2,1200
1000.496,6,7,1200
1000.496,13,14,1200
1000.497,1,2,1200
1000.498,14,15,1200
1000.499,9,10,1200
1000.499,5,6,1200
1000.500,11,12,1200
1000.501,9,10,1200
1000.504,5,6,1200
1000.504,1,2,1200
1000.504,3,4,1200
1000.505,7,8,1200
1000.505,2,3,1200
1000.506,10,11,1200
1000.507,2,3,1200
1000.507,1,2,1200
1000.509,3,4,1200
1000.509,11,12,1200
1000.510,15,0,1200
1000.511,4,5,1200
1000.511,12,13,1200
1000.513,1,2,1200
1000.514,14,15,1200
1000.514,6,7,1200
1000.517,0,1,1200
1000.517,8,9,1200
1000.518,8,9,1200
1000.518,0,1,1200
1000.518,7,8,1200
1000.518,7,8,1200
1000.519,10,11,1200
1000.519,10,11,1200
1000.519,2,3,1200
1000.521,12,13,1200
1000.522,0,1,1200
1000.523,7,8,1200
1000.524,14,15,1200
1000.525,13,14,1200
1000.526,3,4,1200
1000.527,11,12,1200
1000.527,10,11,1200
1000.528,10,11,1200
1000.530,2,3,1200
1000.531,4,5,1200
1000.532,14,15,1200
1000.534,15,0,1200
1000.535,1,2,1200
1000.537,10,11,1200
1000.538,3,4,1200
1000.539,6,7,1200
1000.539,13,14,1200
1000.539,11,12,1200
1000.540,13,14,1200
1000.543,8,9,1200
1000.544,6,7,1200
1000.544,10,11,1200
1000.546,14,15,1200
1000.546,15,0,1200
1000.547,6,7,1200
1000.548,12,3,1200
1000.549,2,3,1200
1000.550,6,7,1200
1000.550,4,5,1200
1000.551,15,0,1200
1000.552,14,15,1200
1000.552,6,7,1200
1000.553,11,12,1200
1000.553,8,9,1200
1000.554,8,9,1200
1000.555,6,7,1200
1000.557,11,12,1200
1000.557,13,14,1200
1000.557,13,14,1200
1000.559,3,4,1200
1000.561,13,14,1200
1000.564,4,5,1200
1000.564,8,9,1200
1000.564,9,10,1200
1000.565,4,5,1200
1000.567,7,8,1200
1000.568,13,14,1200
1000.569,12,13,1200
1000.570,5,6,1200
1000.570,12,13,1200
1000.571,2,3,1200
1000.571,9,10,1200
1000.573,2,3,1200
1000.574,12,13,1200
1000.575,15,0,1200
1000.575,12,13,1200
1000.576,0,1,1200
1000.576,14,15,1200
1000.577,8,9,1200
1000.578,5,6,1200
1000.579,3,4,1200
1000.583,3,4,1200
1000.583,4,5,1200
1000.584,2,3,1200
1000.585,15,0,1200
1000.585,1,2,1200
1000.586,12,13,1200
1000.587,15,0,1200
1000.588,1,2,1200
1000.588,8,9,1200
1000.588,14,15,1200
1000.589,6,7,1200
1000.591,14,15,1200
1000.592,9,10,1200
1000.593,10,11,1200
1000.593,0,1,1200
1000.593,2,3,1200
1000.594,8,9,1200
1000.595,8,9,1200
1000.596,14,15,1200
1000.596,7,15,1200
1000.598,10,11,1200
1000.600,6,7,1200
1000.600,0,1,1200
1000.601,8,9,1200
1000.602,0,1,1200
1000.603,13,14,1200
1000.604,5,6,1200
1000.605,13,14,1200
1000.606,3,4,1200
1000.608,3,4,1200
1000.608,15,0,1200
1000.609,11,12,1200
1000.611,2,3,1200
1000.612,13,14,1200
1000.612,4,5,1200
1000.615,4,5,1200
1000.615,13,14,1200
1000.617,11,12,1200
1000.620,6,7,1200
1000.620,5,6,1200
1000.622,10,11,1200
1000.624,5,6,1200
1000.625,12,13,1200
1000.626,15,0,1200
1000.626,10,11,1200
1000.626,14,15,1200
1000.627,12,13,1200
1000.627,6,7,1200
1000.627,9,10,1200
1000.627,6,7,1200
1000.628,12,13,1200
1000.628,6,7,1200
1000.629,4,5,1200
1000.629,10,11,1200
1000.630,10,11,1200
1000.631,4,5,1200
1000.632,11,12,1200
1000.632,11,12,1200
1000.633,13,14,1200
1000.633,2,3,1200
1000.635,4,5,1200
1000.636,2,3,1200
1000.638,6,7,1200
1000.638,1,2,1200
1000.638,8,9,1200
1000.639,3,4,1200
1000.641,3,4,1200
1000.642,10,11,1200
1000.643,6,7,1200
1000.647,9,10,1200
1000.647,0,1,1200
1000.649,11,12,1200
1000.649,13,14,1200
1000.650,13,14,1200
1000.651,5,6,1200
1000.651,6,4,1200
1000.653,11,12,1200
1000.653,1,2,1200
1000.654,15,0,1200
1000.655,8,9,1200
1000.658,11,12,1200
1000.658,13,14,1200
1000.662,3,4,1200
1000.662,3,4,1200
1000.665,2,3,1200
1000.666,4,5,1200
1000.667,12,13,1200
1000.668,0,1,1200
1000.668,6,7,1200
1000.669,14,15,1200
1000.670,7,8,1200
1000.672,13,14,1200
1000.674,7,8,1200
1000.676,12,13,1200
1000.677,1,2,1200
1000.679,14,15,1200
1000.680,11,12,1200
1000.682,7,8,1200
1000.683,4,5,1200
1000.684,5,6,1200
1000.684,14,15,1200
1000.687,5,6,1200
1000.687,1,2,1200
1000.688,13,14,1200
1000.688,5,6,1200
1000.688,0,1,1200
1000.689,14,15,1200
1000.690,11,12,1200
1000.690,12,13,1200
1000.690,10,11,1200
1000.690,15,0,1200
1000.692,13,14,1200
1000.693,4,5,1200
1000.694,7,8,1200
1000.695,5,6,1200
1000.695,13,14,1200
1000.699,8,9,1200
1000.699,15,0,1200
1000.701,15,0,1200
1000.703,9,10,1200
1000.703,11,12,1200
1000.704,2,3,1200
1000.705,10,11,1200
1000.705,3,4,1200
1000.705,3,4,1200
1000.707,0,1,1200
1000.709,0,1,1200
1000.710,3,4,1200
1000.710,2,3,1200
1000.713,2,3,1200
1000.714,8,9,1200
1000.715,9,10,1200
1000.716,4,5,1200
1000.717,12,13,1200
1000.717,12,13,1200
1000.719,12,13,1200
1000.719,10,11,1200
1000.719,12,13,1200
1000.721,10,11,1200
1000.722,2,3,1200
1000.722,12,13,1200
1000.722,14,15,1200
1000.723,11,12,1200
1000.723,4,5,1200
1000.724,1,2,1200
1000.725,7,8,1200
1000.725,3,4,1200
1000.726,3,4,1200
1000.726,13,14,1200
1000.727,8,9,1200
1000.729,15,0,1200
1000.730,7,8,1200
1000.730,8,9,1200
1000.731,10,11,1200
1000.732,12,13,1200
1000.733,0,1,1200
1000.734,5,6,1200
1000.739,13,14,1200
1000.739,15,0,1200
1000.739,8,9,1200
1000.739,10,11,1200
1000.741,9,10,1200
1000.743,14,15,1200
1000.743,11,12,1200
1000.744,5,6,1200
1000.745,14,15,1200
1000.745,4,5,1200
1000.746,15,0,1200
1000.747,5,6,1200
1000.747,6,7,1200
1000.750,13,14,1200
1000.750,2,3,1200
1000.751,0,1,1200
1000.752,1,2,1200
1000.752,3,4,1200
1000.752,14,15,1200
1000.754,12,13,1200
1000.754,6,7,1200
1000.755,1,2,1200
1000.757,6,7,1200
1000.757,2,3,1200
1000.758,5,6,1200
1000.759,1,2,1200
1000.765,14,15,1200
1000.765,7,8,1200
1000.765,0,1,1200
1000.766,5,6,1200
1000.767,5,6,1200
1000.768,2,3,1200
1000.769,8,9,1200
1000.770,11,12,1200
1000.770,2,3,1200
1000.774,8,9,1200
1000.774,1,2,1200
1000.774,10,11,1200
1000.776,8,9,1200
1000.776,10,11,1200
1000.777,2,3,1200
1000.777,2,3,1200
1000.778,10,11,1200
1000.780,8,9,1200
1000.781,0,1,1200
1000.782,6,7,1200
1000.785,8,9,1200
1000.788,2,3,1200
1000.788,2,3,1200
1000.788,0,1,1200
1000.791,14,15,1200
1000.792,9,10,1200
1000.792,2,3,1200
1000.793,3,4,1200
1000.793,6,7,1200
1000.795,0,1,1200
1000.796,9,10,1200
1000.796,10,11,1200
1000.797,4,5,1200
1000.797,11,12,1200
1000.799,6,7,1200
1000.799,12,13,1200
1000.799,3,4,1200
1000.803,2,3,1200
1000.803,8,9,1200
1000.805,5,6,1200
1000.806,8,9,1200
1000.806,3,4,1200
1000.809,4,5,1200
1000.809,11,12,1200
1000.810,12,13,1200
1000.811,5,6,1200
1000.812,0,1,1200
1000.812,15,0,1200
1000.813,6,7,1200
1000.813,9,10,1200
1000.816,14,15,1200
1000.817,14,15,1200
1000.817,4,5,1200
1000.817,3,4,1200
1000.817,7,8,1200
1000.818,1,2,1200
1000.819,6,7,1200
1000.820,1,2,1200
1000.820,5,6,1200
1000.820,2,3,1200
1000.821,15,0,1200
1000.822,10,11,1200
1000.824,4,5,1200
1000.827,7,8,1200
1000.828,15,0,1200
1000.828,8,9,1200
1000.828,7,8,1200
1000.828,12,13,1200
1000.829,6,7,1200
1000.829,7,8,1200
1000.831,12,13,1200
1000.831,11,12,1200
1000.834,11,12,1200
1000.834,1,2,1200
1000.834,13,14,1200
1000.834,14,15,1200
1000.835,4,5,1200
1000.836,14,15,1200
1000.839,0,1,1200
1000.841,0,1,1200
1000.843,9,10,1200
1000.843,2,3,1200
1000.844,7,8,1200
1000.844,12,13,1200
1000.844,13,14,1200
1000.845,3,4,1200
1000.846,9,10,1200
1000.846,15,0,1200
1000.846,12,13,1200
1000.847,8,9,1200
1000.849,9,10,1200
1000.850,10,11,1200
1000.850,15,0,1200
1000.852,5,6,1200
1000.853,4,5,1200
1000.853,0,1,1200
1000.855,0,1,1200
1000.857,0,1,1200
1000.857,6,7,1200
1000.859,13,14,1200
1000.860,11,12,1200
1000.860,11,12,1200
1000.861,9,10,1200
1000.863,5,6,1200
1000.863,8,9,1200
1000.864,12,13,1200
1000.865,15,0,1200
1000.865,13,14,1200
1000.866,14,15,1200
1000.867,8,9,1200
1000.867,10,11,1200
1000.870,2,3,1200
1000.871,11,12,1200
1000.871,5,6,1200
1000.871,6,7,1200
1000.873,15,0,1200
1000.873,2,3,1200
1000.874,6,7,1200
1000.876,1,2,1200
1000.877,0,1,1200
1000.877,7,8,1200
1000.878,7,8,1200
1000.882,15,0,1200
1000.882,4,5,1200
1000.883,1,8,1200
1000.883,1,2,1200
1000.883,4,5,1200
1000.883,7,8,1200
1000.883,0,1,1200
1000.884,8,9,1200
1000.885,10,11,1200
1000.885,0,1,1200
1000.885,8,9,1200
1000.890,12,13,1200
1000.890,13,14,1200
1000.891,1,2,1200
1000.891,9,10,1200
1000.892,8,9,1200
1000.893,11,12,1200
1000.894,15,0,1200
1000.896,4,5,1200
1000.896,2,3,1200
1000.896,9,10,1200
1000.897,5,6,1200
1000.898,7,8,1200
1000.899,6,7,1200
1000.899,12,13,1200
1000.900,6,7,1200
1000.901,2,3,1200
1000.901,3,4,1200
1000.902,9,10,1200
1000.902,11,12,1200
1000.903,15,0,1200
1000.903,13,14,1200
1000.903,11,12,1200
1000.903,1,2,1200
1000.905,3,4,1200
1000.906,5,6,1200
1000.907,14,15,1200
1000.907,9,10,1200
1000.913,14,15,1200
1000.914,14,15,1200
1000.918,15,0,1200
1000.918,8,9,1200
1000.918,10,11,1200
1000.918,11,12,1200
1000.919,2,3,1200
1000.919,7,8,1200
1000.920,8,9,1200
1000.920,8,9,1200
1000.922,8,9,1200
1000.922,5,6,1200
1000.922,12,13,1200
1000.924,12,13,1200
1000.925,13,14,1200
1000.926,6,7,1200
1000.926,7,8,1200
1000.926,1,2,1200
1000.927,14,15,1200
1000.929,13,14,1200
1000.929,7,8,1200
1000.930,11,12,1200
1000.932,9,10,1200
1000.933,14,15,1200
1000.933,9,10,1200
1000.934,8,9,1200
1000.935,14,15,1200
1000.935,1,2,1200
1000.936,5,6,1200
1000.936,1,2,1200
1000.937,3,4,1200
1000.942,3,4,1200
1000.942,14,15,1200
1000.942,4,5,1200
1000.943,9,10,1200
1000.944,8,9,1200
1000.944,15,0,1200
1000.945,6,7,1200
1000.947,10,11,1200
1000.950,14,15,1200
1000.950,0,1,1200
1000.950,7,8,1200
1000.951,9,10,1200
1000.952,13,14,1200
1000.952,13,14,1200
1000.953,9,10,1200
1000.953,4,5,1200
1000.954,2,3,1200
1000.955,10,11,1200
1000.958,6,7,1200
1000.958,13,14,1200
1000.958,4,5,1200
1000.959,9,10,1200
1000.962,4,5,1200
1000.964,14,15,1200
1000.965,2,3,1200
1000.968,13,14,1200
1000.969,4,5,1200
1000.971,7,8,1200
1000.971,5,6,1200
1000.971,4,5,1200
1000.972,8,9,1200
1000.974,7,8,1200
1000.974,8,9,1200
1000.976,1,2,1200
1000.977,0,1,1200
1000.978,8,9,1200
1000.978,13,14,1200
1000.978,13,14,1200
1000.979,14,15,1200
1000.980,5,6,1200
1000.982,14,15,1200
1000.982,15,0,1200
1000.984,0,1,1200
1000.984,6,7,1200
1000.985,0,1,1200
1000.987,3,4,1200
1000.989,0,1,1200
1000.991,2,3,1200
1000.993,15,0,1200
1000.994,10,11,1200
1000.995,1,2,1200
1000.997,5,6,1200
1000.998,13,14,1200
1000.998,9,10,1200
1001.000,2,3,1200
1001.000,6,7,1200
1001.001,2,3,1200
1001.002,13,14,1200
1001.002,3,4,1200
1001.004,12,3,1200
1001.005,6,7,1200
1001.006,12,13,1200
1001.006,6,7,1200
1001.008,0,1,1200
1001.009,11,12,1200
1001.009,12,13,1200
1001.012,5,6,1200
1001.013,2,3,1200
1001.013,3,4,1200
1001.013,12,13,1200
1001.013,0,1,1200
1001.014,1,2,1200
1001.015,1,2,1200
1001.016,7,8,1200
1001.016,12,13,1200
1001.016,12,13,1200
1001.016,12,13,1200
1001.018,7,8,1200
1001.020,7,8,1200
1001.020,13,14,1200
1001.021,2,3,1200
1001.022,11,12,1200
1001.027,5,6,1200
1001.028,4,5,1200
1001.029,2,3,1200
1001.030,3,4,1200
1001.032,0,1,1200
1001.033,4,5,1200
1001.034,3,4,1200
1001.035,13,14,1200
1001.036,1,2,1200
1001.037,2,3,1200
1001.194,9,4,1200
1001.263,11,3,1200
1001.277,8,3,1200
1001.547,7,1,1200
1001.558,8,12,1200
1002.143,7,5,1200
1002.168,6,7,1200
1002.258,14,10,1200
1002.298,7,5,1200
1003.216,12,10,1200
1003.358,4,13,1200
1003.388,2,10,1200
1003.400,5,8,1200
1003.879,3,12,1200
1003.885,5,12,1200
1004.019,0,9,1200
1004.076,11,3,1200
1004.343,11,4,1200
1004.767,11,0,1200
1004.830,7,6,1200
1004.856,7,8,1200
1005.421,7,9,1200
1005.463,9,8,1200
1005.506,1,2,1200
1005.541,13,6,1200
1005.566,1,7,1200
1005.585,14,2,1200
1005.697,12,9,1200
1005.817,11,2,1200
1005.860,1,2,1200
1005.963,14,3,1200
1006.027,15,9,1200
1006.052,6,14,1200
1006.117,7,9,1200
1006.328,15,6,1200
1006.680,9,14,1200
1006.911,13,11,1200
1007.026,15,6,1200
1007.060,7,1,1200
1007.658,2,12,1200
1007.674,7,2,1200
1007.908,13,9,1200
1007.916,15,14,1200
1008.199,3,7,1200
1008.267,9,13,1200
1008.736,8,7,1200
1008.784,13,8,1200
1008.832,7,6,1200
1009.236,7,14,1200
1009.263,3,2,1200
1009.806,6,2,1200
1009.924,5,2,1200
1010.034,14,3,1200
1011.007,12,2,1200
1011.360,3,11,1200
1011.367,12,10,1200
1011.907,9,5,1200
1012.022,11,4,1200
1012.166,9,10,1200
1012.196,6,12,1200
1012.248,6,4,1200
1012.251,13,6,1200
1012.442,0,5,1200
1012.857,11,13,1200
1013.102,1,8,1200
1013.165,10,0,1200
1013.227,7,2,1200
1013.634,2,4,1200
1013.680,11,12,1200
1014.267,6,13,1200
1014.642,0,6,1200
1015.033,8,14,1200
1015.136,10,9,1200
1015.173,1,5,1200
1015.531,5,7,1200
1015.728,10,14,1200
1016.364,12,14,1200
1016.536,3,0,1200
1016.544,9,6,1200
1016.546,4,0,1200
1016.970,9,4,1200
1017.065,12,3,1200
1017.067,3,8,1200
1017.147,0,12,1200
1017.495,15,13,1200
1018.297,3,7,1200
1018.671,2,3,1200
1018.848,0,15,1200
1018.902,4,1,1200
1019.094,14,3,1200
1019.190,7,8,1200
1019.388,6,8,1200
1019.418,9,2,1200
1019.567,5,4,1200
1019.575,8,14,1200
1019.612,6,13,1200
1019.724,14,13,1200
1020.144,6,8,1200
1020.747,5,2,1200
1020.760,0,4,1200
1021.319,8,6,1200
1021.602,4,7,1200
1021.703,13,5,1200
1021.961,11,12,1200
1021.979,11,10,1200
1022.036,7,15,1200
1022.075,8,15,1200
1022.105,12,3,1200
1022.649,8,2,1200
1023.006,0,15,1200
1023.174,7,14,1200
1023.215,12,13,1200
1023.270,2,14,1200
1023.401,4,10,1200
1023.707,13,15,1200
1023.723,8,2,1200
1023.774,4,14,1200
1023.833,12,11,1200
1024.159,11,0,1200
1024.309,14,1,1200
1024.679,0,1,1200
1024.718,0,12,1200
1024.759,8,3,1200
1025.161,1,9,1200
1025.209,6,8,1200
1025.448,14,8,1200
1025.803,1,13,1200
1025.894,5,10,1200
1025.967,0,15,1200
1026.095,13,1,1200
1026.283,13,7,1200
1026.520,10,8,1200
1026.563,13,4,1200
1026.588,2,13,1200
1026.648,7,8,1200
1026.785,10,7,1200
1027.301,3,7,1200
1027.335,11,8,1200
1027.530,11,2,1200
1027.603,7,8,1200
1027.871,7,14,1200
1028.331,13,7,1200
1028.657,13,12,1200
1029.201,6,3,1200
1029.442,15,13,1200
1029.708,14,6,1200
1029.710,8,10,1200
1030.087,13,11,1200
1030.218,0,14,1200
1030.266,12,5,1200
1030.730,11,15,1200
1030.825,12,14,1200
1031.384,5,8,1200
1031.547,11,9,1200
1031.624,4,12,1200
1031.696,1,11,1200
1031.776,8,7,1200
1032.118,0,8,1200
1032.241,14,8,1200
1032.418,12,7,1200
1032.547,11,12,1200
1032.566,14,3,1200
1032.599,12,3,1200
1032.603,3,6,1200
1032.733,13,2,1200
1032.894,7,4,1200
1032.982,2,0,1200
1033.254,15,4,1200
1033.281,7,4,1200
1033.409,15,4,1200
1033.588,11,3,1200
1033.691,3,1,1200
1033.803,3,7,1200
1033.873,0,15,1200
1034.200,15,5,1200
1034.352,4,7,1200
1034.379,3,0,1200
1034.442,7,6,1200
1035.098,4,6,1200
1035.333,1,13,1200
1035.566,7,8,1200
1035.915,7,11,1200
1036.022,15,8,1200
1036.036,8,5,1200
1036.539,15,12,1200
1036.797,0,9,1200
1036.880,6,10,1200
1037.394,7,11,1200
1037.412,2,14,1200
1037.537,5,2,1200
1038.123,15,3,1200
1038.206,9,6,1200
1038.586,1,10,1200
1038.604,10,12,1200
1038.636,10,0,1200
1038.697,14,6,1200
1038.955,8,15,1200
1039.019,3,15,1200
1039.057,1,4,1200
1039.356,13,14,1200
1039.689,7,5,1200
1040.337,13,2,1200
1040.787,11,5,1200
1040.915,0,15,1200
1040.952,11,2,1200
1041.106,5,15,1200
1041.592,1,15,1200
1041.876,2,13,1200
1042.670,1,0,1200
1042.726,6,9,1200
1042.747,14,0,1200
1043.112,13,4,1200
1043.128,15,14,1200
1043.269,10,3,1200
1043.656,12,7,1200
1043.672,5,3,1200
1043.721,6,8,1200
1044.039,6,3,1200
1044.716,6,4,1200
1044.865,4,11,1200
1045.160,14,12,1200
1045.260,15,10,1200
1045.268,14,5,1200
1045.313,7,14,1200
1045.400,15,2,1200
1045.447,1,2,1200
1045.510,6,10,1200
1045.663,14,8,1200
1045.951,15,6,1200
1046.071,11,12,1200
1046.200,2,11,1200
1046.375,3,2,1200
1046.632,11,8,1200
1046.827,8,3,1200
1046.962,15,10,1200
1047.006,5,12,1200
1047.500,5,13,1200
1047.525,8,6,1200
1047.538,8,0,1200
1047.669,7,14,1200
1048.033,13,15,1200
1048.297,5,1,1200
1048.957,10,7,1200
1049.375,14,13,1200
1049.691,11,14,1200
1050.224,2,9,1200
1050.560,5,6,1200
1050.560,12,13,1200
1050.563,7,8,1200
1050.563,15,0,1200
1050.565,3,4,1200
1050.567,10,11,1200
1050.567,0,1,1200
1050.570,15,0,1200
1050.570,8,9,1200
1050.570,2,3,1200
1050.571,14,15,1200
1050.572,3,4,1200
1050.572,2,3,1200
1050.574,11,12,1200
1050.574,1,2,1200
1050.575,4,5,1200
1050.575,12,13,1200
1050.576,14,15,1200
1050.576,3,4,1200
1050.577,12,13,1200
1050.580,1,2,1200
1050.580,2,3,1200
1050.581,8,9,1200
1050.581,7,8,1200
1050.585,8,9,1200
1050.585,12,13,1200
1050.587,8,9,1200
1050.587,3,4,1200
1050.588,10,11,1200
1050.589,0,1,1200
1050.589,7,8,1200
1050.590,7,8,1200
1050.592,3,4,1200
1050.593,14,15,1200
1050.593,6,7,1200
1050.595,0,1,1200
1050.596,10,11,1200
1050.598,13,14,1200
1050.598,8,9,1200
1050.599,6,7,1200
1050.600,15,0,1200
1050.600,2,3,1200
1050.601,2,3,1200
1050.602,12,13,1200
1050.602,2,3,1200
1050.603,12,13,1200
1050.603,7,8,1200
1050.604,10,11,1200
1050.604,6,7,1200
1050.605,13,14,1200
1050.609,0,1,1200
1050.610,14,15,1200
1050.610,8,9,1200
1050.614,7,8,1200
1050.615,10,11,1200
1050.616,5,6,1200
1050.616,15,0,1200
1050.617,13,14,1200
1050.617,11,12,1200
1050.618,7,8,1200
1050.619,11,12,1200
1050.619,9,10,1200
1050.620,14,15,1200
1050.621,1,2,1200
1050.622,4,5,1200
1050.623,15,0,1200
1050.623,8,9,1200
1050.623,7,8,1200
1050.623,12,9,1200
1050.624,4,5,1200
1050.625,0,1,1200
1050.625,8,9,1200
1050.627,4,5,1200
1050.628,1,2,1200
1050.629,11,12,1200
1050.630,12,13,1200
1050.631,12,13,1200
1050.634,10,11,1200
1050.634,13,14,1200
1050.636,4,5,1200
1050.636,2,3,1200
1050.638,13,14,1200
1050.639,8,9,1200
1050.640,14,15,1200
1050.641,7,8,1200
1050.644,2,3,1200
1050.645,9,10,1200
1050.645,7,8,1200
1050.646,14,15,1200
1050.646,6,7,1200
1050.647,4,5,1200
1050.648,13,14,1200
1050.648,3,4,1200
1050.648,1,2,1200
1050.649,5,6,1200
1050.650,10,11,1200
1050.651,2,3,1200
1050.652,10,11,1200
1050.652,12,13,1200
1050.654,0,1,1200
1050.655,0,2,1200
1050.656,14,15,1200
1050.656,13,14,1200
1050.657,4,5,1200
1050.657,8,9,1200
1050.658,10,11,1200
1050.658,3,4,1200
1050.659,11,12,1200
1050.662,14,15,1200
1050.663,6,7,1200
1050.663,2,3,1200
1050.663,14,15,1200
1050.664,4,5,1200
1050.668,4,5,1200
1050.668,4,5,1200
1050.670,3,4,1200
1050.675,11,12,1200
1050.676,12,13,1200
1050.677,3,4,1200
1050.677,15,0,1200
1050.680,4,5,1200
1050.682,6,7,1200
1050.683,9,10,1200
1050.683,5,6,1200
1050.683,8,13,1200
1050.686,3,4,1200
1050.686,3,4,1200
1050.688,8,9,1200
1050.689,14,15,1200
1050.692,11,12,1200
1050.692,10,11,1200
1050.693,14,15,1200
1050.693,9,10,1200
1050.693,13,14,1200
1050.694,14,15,1200
1050.694,8,9,1200
1050.695,12,13,1200
1050.696,15,0,1200
1050.696,4,5,1200
1050.697,14,15,1200
1050.697,9,10,1200
1050.699,9,10,1200
1050.702,2,3,1200
1050.705,7,8,1200
1050.707,14,15,1200
1050.712,13,14,1200
1050.713,15,0,1200
1050.713,12,13,1200
1050.715,6,7,1200
1050.716,13,14,1200
1050.717,8,9,1200
1050.719,1,2,1200
1050.720,10,11,1200
1050.722,15,0,1200
1050.723,5,6,1200
1050.723,15,0,1200
1050.724,2,3,1200
1050.725,6,7,1200
1050.726,5,6,1200
1050.726,6,7,1200
1050.726,12,13,1200
1050.727,14,15,1200
1050.728,12,13,1200
1050.728,14,15,1200
1050.728,13,14,1200
1050.729,4,5,1200
1050.729,12,13,1200
1050.730,15,0,1200
1050.730,12,13,1200
1050.731,7,8,1200
1050.733,5,6,1200
1050.733,3,4,1200
1050.735,5,6,1200
1050.736,15,0,1200
1050.737,6,7,1200
1050.739,14,15,1200
1050.739,6,7,1200
1050.739,10,11,1200
1050.740,14,15,1200
1050.741,11,12,1200
1050.742,10,11,1200
1050.742,3,4,1200
1050.742,14,15,1200
1050.742,13,14,1200
1050.744,14,15,1200
1050.744,8,9,1200
1050.744,0,1,1200
1050.744,14,15,1200
1050.745,10,11,1200
1050.746,12,13,1200
1050.746,4,5,1200
1050.747,3,4,1200
1050.747,14,15,1200
1050.748,3,4,1200
1050.750,4,5,1200
1050.751,7,8,1200
1050.754,1,2,1200
1050.755,0,1,1200
1050.756,12,13,1200
1050.756,3,4,1200
1050.756,10,11,1200
1050.756,3,4,1200
1050.757,11,12,1200
1050.758,5,6,1200
1050.758,8,9,1200
1050.759,9,10,1200
1050.761,1,2,1200
1050.761,12,13,1200
1050.761,7,8,1200
1050.763,0,1,1200
1050.764,4,5,1200
1050.764,4,5,1200
1050.765,11,12,1200
1050.767,7,8,1200
1050.769,12,13,1200
1050.770,13,14,1200
1050.770,8,9,1200
1050.771,11,12,1200
1050.771,10,11,1200
1050.771,14,15,1200
1050.772,10,11,1200
1050.774,3,4,1200
1050.777,0,1,1200
1050.777,13,14,1200
1050.778,3,4,1200
1050.779,15,0,1200
1050.780,11,12,1200
1050.781,12,13,1200
1050.781,5,6,1200
1050.782,14,15,1200
1050.782,3,4,1200
1050.782,2,3,1200
1050.784,7,8,1200
1050.786,7,8,1200
1050.787,3,4,1200
1050.788,5,6,1200
1050.790,11,12,1200
1050.790,6,7,1200
1050.793,2,3,1200
1050.794,9,10,1200
1050.795,15,0,1200
1050.796,4,5,1200
1050.796,10,11,1200
1050.796,1,2,1200
1050.796,3,4,1200
1050.798,5,6,1200
1050.798,9,10,1200
1050.798,13,14,1200
1050.799,15,0,1200
1050.800,8,9,1200
1050.801,10,11,1200
1050.802,9,10,1200
1050.802,4,5,1200
1050.805,7,8,1200
1050.806,0,1,1200
1050.807,0,1,1200
1050.808,7,8,1200
1050.809,15,0,1200
1050.809,11,12,1200
1050.809,15,0,1200
1050.809,0,1,1200
1050.810,1,2,1200
1050.811,11,12,1200
1050.812,6,7,1200
1050.812,0,1,1200
1050.814,12,13,1200
1050.816,1,2,1200
1050.817,5,6,1200
1050.818,1,2,1200
1050.819,10,11,1200
1050.819,11,12,1200
1050.820,7,8,1200
1050.825,13,14,1200
1050.825,1,2,1200
1050.827,9,10,1200
1050.827,8,9,1200
1050.827,3,4,1200
1050.828,15,0,1200
1050.829,3,4,1200
1050.830,13,14,1200
1050.831,15,0,1200
1050.832,9,10,1200
1050.834,1,2,1200
1050.834,14,15,1200
1050.835,12,13,1200
1050.836,7,8,1200
1050.836,6,7,1200
1050.837,7,8,1200
1050.838,11,12,1200
1050.838,11,12,1200
1050.840,7,8,1200
1050.843,12,13,1200
1050.845,14,15,1200
1050.845,12,13,1200
1050.845,8,9,1200
1050.847,0,1,1200
1050.848,11,12,1200
1050.849,15,0,1200
1050.850,15,0,1200
1050.853,10,11,1200
1050.855,13,14,1200
1050.856,4,5,1200
1050.857,7,8,1200
1050.860,1,2,1200
1050.860,1,2,1200
1050.862,10,11,1200
1050.862,11,12,1200
1050.863,5,6,1200
1050.863,1,2,1200
1050.863,3,4,1200
1050.866,15,0,1200
1050.867,1,2,1200
1050.868,10,11,1200
1050.870,11,12,1200
1050.871,13,14,1200
1050.871,10,11,1200
1050.872,11,12,1200
1050.872,2,3,1200
1050.874,11,12,1200
1050.875,7,8,1200
1050.875,15,0,1200
1050.876,8,9,1200
1050.876,10,11,1200
1050.876,3,4,1200
1050.877,7,8,1200
1050.878,4,5,1200
1050.881,14,15,1200
1050.881,13,14,1200
1050.883,4,5,1200
1050.884,1,2,1200
1050.886,2,3,1200
1050.886,9,10,1200
1050.888,4,5,1200
1050.888,14,15,1200
1050.889,2,3,1200
1050.892,12,13,1200
1050.894,12,13,1200
1050.894,12,13,1200
1050.896,2,3,1200
1050.896,9,10,1200
1050.896,15,0,1200
1050.898,3,4,1200
1050.898,5,6,1200
1050.899,1,2,1200
1050.900,5,6,1200
1050.903,5,6,1200
1050.906,1,2,1200
1050.909,0,1,1200
1050.910,5,6,1200
1050.910,2,3,1200
1050.910,13,14,1200
1050.911,1,2,1200
1050.911,6,7,1200
1050.912,3,4,1200
1050.913,9,10,1200
